V,Instance,payoff,a,d,eta,epsilon,gamma,numNE,epx,time,equilibrium,maxWelfareA,maxWelfareD,SocialWelfare,PayoffD,PayoffA,PoSocialWelfare,PoSecurity,PoAggressivity,epx,traffic,degradation,num_iterations,num_dominance,num_equilibrium
50-,50-15,OBJ.Defender,0.3,0.75,0.6,0.75,0.1,0.48,1,100.00876975059500,"{'PayoffD': 1293.4099999999999, 'PayoffA': 231.0, 'SocialWelfare': 1524.4099999999999, 'x': array([0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 1., 1., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0.]), 'alpha': array([0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.,
       0., 0., 1., 0., 0., 1., 0., 1., 1., 1., 1., 0., 1., 0., 1., 0., 0.,
       0., 0., 0., 0., 0., 1., 0., 1., 0., 0., 1., 0., 0., 0., 0., 0.]), 'traffic': 556.8100000000001, 'degradation': 16, 'epx': 28.79000000000019, 'PoAggressivity': 1.002, 'PoSecurity': 1.358, 'PoSocialWelfare': 1.202, 'encoding_x': '9071042235424.0', 'encoding_alpha': '9347121022240.0'}",451.0000000000000,1757.0,1831.92,1293.4100000000000,231.0,1.202,1.358,1.95238095238095,28.79000000000020,556.8100000000000,16,14,608,204
50-,50-16,OBJ.Attacker,0.03,0.3,0.8,1.0,0.1,0.6400000000000000,1,2.310462236404420,"{'PayoffD': 1746.56, 'PayoffA': -23.6, 'SocialWelfare': 1722.96, 'x': array([1., 0., 0., 0., 0., 0., 1., 0., 0., 0., 1., 0., 0., 0., 0., 0., 1.,
       0., 0., 1., 0., 0., 1., 0., 0., 1., 1., 1., 0., 1., 0., 0., 0., 0.,
       0., 1., 0., 0., 1., 1., 1., 0., 1., 1., 1., 0., 0., 0., 0., 0.]), 'alpha': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]), 'traffic': 655.36, 'degradation': 1, 'epx': 5.0, 'PoAggressivity': 1.0, 'PoSecurity': 1.006, 'PoSocialWelfare': 1.001, 'encoding_x': '572305630580448.0', 'encoding_alpha': '131072.0'}",26.200000000000000,1757.0,1724.24,1746.56,-23.6,1.001,1.006,3.11016949152542,5.0,655.36,1,11,228,122
50-,50-16,OBJ.Defender,0.03,0.3,0.8,1.0,0.1,0.6400000000000000,1,2.372177839279180,"{'PayoffD': 1749.8, 'PayoffA': -41.8, 'SocialWelfare': 1708.0, 'x': array([1., 0., 0., 0., 0., 0., 1., 0., 0., 0., 1., 1., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 1., 1., 0., 1., 0.,
       1., 0., 1., 0., 1., 1., 0., 1., 0., 0., 1., 0., 0., 0., 1., 0.]), 'alpha': array([0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.]), 'traffic': 659.68, 'degradation': 1, 'epx': 5.0, 'PoAggressivity': 1.001, 'PoSecurity': 1.004, 'PoSocialWelfare': 1.01, 'encoding_x': '572570698689826.0', 'encoding_alpha': '70368744177728.0'}",26.200000000000000,1757.0,1724.24,1749.8,-41.8,1.01,1.004,2.62679425837321,5.0,659.68,1,18,228,102
50-,50-17,OBJ.Attacker,0.1,0.3,0.8,1.0,0.1,0.6400000000000000,1,100.00741219520600,"{'PayoffD': 1682.88, 'PayoffA': 34.2, 'SocialWelfare': 1717.0800000000002, 'x': array([1., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1.,
       0., 0., 1., 1., 0., 0., 1., 0., 0., 1., 1., 0., 0., 0., 0., 1., 0.,
       0., 1., 0., 0., 1., 1., 0., 0., 1., 1., 1., 0., 0., 0., 1., 0.]), 'alpha': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 1., 1., 0., 0., 0., 1., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 1., 1., 0., 0., 0., 0., 0., 0., 0., 1., 0.]), 'traffic': 640.88, 'degradation': 3, 'epx': 10.800000000000011, 'PoAggressivity': 1.002, 'PoSecurity': 1.044, 'PoSocialWelfare': 1.035, 'encoding_x': '571756326833378.0', 'encoding_alpha': '51381762.0'}",193.90000000000000,1757.0,1776.3200000000000,1682.88,34.2,1.035,1.044,5.66959064327485,10.800000000000000,640.88,3,19,517,248
50-,50-17,OBJ.Defender,0.1,0.3,0.8,1.0,0.1,0.6400000000000000,1,100.00372767448400,"{'PayoffD': 1693.44, 'PayoffA': 30.400000000000006, 'SocialWelfare': 1723.8400000000001, 'x': array([0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 1., 0., 1., 0., 0., 1., 1., 1., 0., 0., 0., 0., 1., 0.,
       0., 0., 0., 0., 0., 1., 0., 1., 0., 0., 1., 0., 0., 0., 1., 1.]), 'alpha': array([0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0.,
       0., 0., 1., 0., 0., 0., 0., 1., 0., 0., 0., 0., 1., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]), 'traffic': 641.8000000000001, 'degradation': 3, 'epx': 11.3599999999999, 'PoAggressivity': 1.002, 'PoSecurity': 1.038, 'PoSocialWelfare': 1.03, 'encoding_x': '9346549417251.0', 'encoding_alpha': '281750962963456.0'}",193.90000000000000,1757.0,1776.3200000000000,1693.44,30.400000000000000,1.03,1.038,6.37828947368421,11.3599999999999,641.8000000000000,3,12,227,158
50-,50-18,OBJ.Attacker,0.03,0.75,0.8,1.0,0.1,0.6400000000000000,1,12.351783752441400,"{'PayoffD': 1746.56, 'PayoffA': 13.7, 'SocialWelfare': 1760.26, 'x': array([1., 0., 1., 1., 0., 1., 1., 1., 1., 0., 1., 1., 1., 0., 1., 0., 1.,
       1., 1., 1., 1., 0., 1., 1., 1., 1., 1., 1., 0., 1., 0., 1., 0., 1.,
       1., 1., 0., 0., 1., 1., 1., 1., 1., 1., 1., 0., 0., 0., 0., 1.]), 'alpha': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]), 'traffic': 655.36, 'degradation': 1, 'epx': 5.0, 'PoAggressivity': 1.0, 'PoSecurity': 1.006, 'PoSocialWelfare': 1.001, 'encoding_x': '808054875869153.0', 'encoding_alpha': '131072.0'}",63.300000000000100,1757.0,1761.74,1746.56,13.7,1.001,1.006,4.62043795620439,5.0,655.36,1,23,753,276
50-,50-18,OBJ.Defender,0.03,0.75,0.8,1.0,0.1,0.6400000000000000,1,4.461702585220340,"{'PayoffD': 1749.44, 'PayoffA': -0.900000000000002, 'SocialWelfare': 1748.54, 'x': array([1., 1., 0., 1., 0., 1., 1., 1., 0., 0., 1., 0., 1., 1., 0., 0., 1.,
       1., 1., 0., 1., 1., 1., 1., 1., 0., 1., 0., 0., 1., 1., 0., 1., 1.,
       1., 0., 0., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.]), 'alpha': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 1., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]), 'traffic': 657.52, 'degradation': 1, 'epx': 5.0, 'PoAggressivity': 1.001, 'PoSecurity': 1.004, 'PoSocialWelfare': 1.008, 'encoding_x': '946351996903423.0', 'encoding_alpha': '1090519040.0'}",63.300000000000100,1757.0,1761.74,1749.44,-0.900000000000002,1.008,1.004,72.333333333333300,5.0,657.52,1,36,534,218
50-,50-19,OBJ.Attacker,0.1,0.75,0.8,1.0,0.1,0.6400000000000000,1,100.00341057777400,"{'PayoffD': 1693.04, 'PayoffA': 69.40000000000002, 'SocialWelfare': 1762.44, 'x': array([1., 0., 1., 1., 0., 1., 1., 0., 1., 0., 0., 1., 1., 0., 1., 0., 1.,
       1., 1., 1., 1., 1., 1., 0., 1., 1., 0., 1., 0., 1., 0., 1., 1., 1.,
       1., 1., 0., 0., 1., 1., 1., 1., 1., 1., 1., 0., 0., 1., 1., 1.]), 'alpha': array([0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 1., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]), 'traffic': 644.6, 'degradation': 3, 'epx': 9.999999999999986, 'PoAggressivity': 1.002, 'PoSecurity': 1.038, 'PoSocialWelfare': 1.028, 'encoding_x': '803107266613223.0', 'encoding_alpha': '9345924341760.0'}",230.10000000000000,1757.0,1812.3200000000000,1693.04,69.40000000000000,1.028,1.038,3.31556195965418,9.999999999999990,644.6,3,25,1166,458
50-,50-19,OBJ.Defender,0.1,0.75,0.8,1.0,0.1,0.6400000000000000,1,100.00442719459500,"{'PayoffD': 1730.7199999999998, 'PayoffA': 81.60000000000002, 'SocialWelfare': 1812.3199999999997, 'x': array([1., 1., 1., 0., 0., 1., 1., 1., 1., 0., 0., 1., 1., 0., 1., 0., 1.,
       1., 1., 1., 1., 0., 0., 0., 1., 1., 0., 1., 0., 1., 0., 1., 1., 1.,
       1., 1., 1., 1., 0., 1., 1., 1., 1., 1., 1., 1., 0., 0., 1., 1.]), 'alpha': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 1., 1., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]), 'traffic': 642.4000000000001, 'degradation': 3, 'epx': 11.680000000000064, 'PoAggressivity': 1.001, 'PoSecurity': 1.015, 'PoSocialWelfare': 1.0, 'encoding_x': '1018611143014387.0', 'encoding_alpha': '549965531136.0'}",230.10000000000000,1757.0,1812.3200000000000,1730.7200000000000,81.60000000000000,1.0,1.015,2.81985294117647,11.680000000000100,642.4000000000000,3,14,177,188
50-,50-20,OBJ.Attacker,0.3,0.75,0.8,1.0,0.1,0.6400000000000000,1,100.00955939292900,"{'PayoffD': 1503.4, 'PayoffA': 219.6, 'SocialWelfare': 1723.0, 'x': array([1., 0., 1., 0., 1., 1., 1., 1., 1., 0., 1., 0., 1., 1., 0., 1., 1.,
       0., 1., 0., 0., 1., 0., 1., 1., 1., 1., 1., 0., 1., 1., 1., 1., 0.,
       1., 1., 1., 0., 0., 1., 0., 1., 1., 1., 1., 1., 1., 0., 1., 1.]), 'alpha': array([0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 1., 0., 0., 1., 0., 0.,
       1., 0., 0., 1., 0., 1., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 1.,
       0., 0., 0., 1., 1., 1., 1., 0., 0., 0., 1., 0., 0., 1., 1., 0.]), 'traffic': 602.0400000000001, 'degradation': 9, 'epx': 25.600000000000136, 'PoAggressivity': 1.002, 'PoSecurity': 1.169, 'PoSocialWelfare': 1.128, 'encoding_x': '772641394714107.0', 'encoding_alpha': '9110300991014.0'}",451.0,1757.0,1943.28,1503.4,219.6,1.128,1.169,2.1,25.600000000000100,602.0400000000000,9,16,390,242
50-,50-20,OBJ.Defender,0.3,0.75,0.8,1.0,0.1,0.6400000000000000,1,100.0031328201290,"{'PayoffD': 1675.28, 'PayoffA': 268.0, 'SocialWelfare': 1943.28, 'x': array([1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 0., 0., 1., 1., 1., 1., 1.,
       1., 1., 0., 0., 1., 0., 0., 1., 0., 0., 1., 1., 0., 1., 1., 0., 0.,
       1., 0., 1., 1., 0., 1., 0., 1., 0., 1., 1., 1., 1., 1., 1., 1.]), 'alpha': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1., 1., 0., 0., 0., 0., 0.,
       0., 0., 1., 1., 0., 1., 1., 0., 1., 1., 0., 0., 1., 0., 0., 1., 1.,
       0., 1., 0., 0., 1., 0., 1., 0., 1., 0., 0., 0., 0., 0., 0., 0.]), 'traffic': 595.2400000000001, 'degradation': 10, 'epx': 36.319999999999936, 'PoAggressivity': 1.002, 'PoSecurity': 1.049, 'PoSocialWelfare': 1.0, 'encoding_x': '1125073434752383.0', 'encoding_alpha': '826472090240.0'}",451.0,1757.0,1943.28,1675.28,268.0,1.0,1.049,1.7,36.319999999999900,595.2400000000000,10,6,78,68
75,75-1,OBJ.Attacker,0.03,0.3,0.6,0.75,0,0.48,1,2.8890583515167200,"{'PayoffD': 2290.05, 'PayoffA': 101.0, 'SocialWelfare': 2391.05, 'x': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0.]), 'alpha': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0.,
       0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0.]), 'traffic': 889.75, 'degradation': 1, 'epx': 35.0, 'PoAggressivity': 1.0, 'PoSecurity': 1.065, 'PoSocialWelfare': 1.03, 'encoding_x': '4503599627370496.0', 'encoding_alpha': '-9.151314442815799e+18'}",108.0,2439.0,2463.12,2290.05,101.0,1.03,1.065,1.1,35.0,889.75,1,30,10,64
75,75-1,OBJ.Defender,0.03,0.3,0.6,0.75,0,0.48,1,2.5206339359283400,"{'PayoffD': 2343.32, 'PayoffA': 73.0, 'SocialWelfare': 2416.32, 'x': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0.]), 'alpha': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0.]), 'traffic': 894.1600000000001, 'degradation': 1, 'epx': 35.0, 'PoAggressivity': 1.0, 'PoSecurity': 1.041, 'PoSocialWelfare': 1.019, 'encoding_x': '0.0', 'encoding_alpha': '1074790400.0'}",108.0,2439.0,2463.12,2343.32,73.0,1.019,1.041,1.5,35.0,894.1600000000000,1,22,21,74
75,75-2,OBJ.Attacker,0.1,0.3,0.6,0.75,0,0.48,1,2.1740288734436000,"{'PayoffD': 1962.0, 'PayoffA': 147.60000000000002, 'SocialWelfare': 2109.6, 'x': array([0., 0., 0., 0., 0., 1., 0., 0., 0., 1., 0., 1., 0., 0., 0., 0., 0.,
       0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 1., 0., 0., 0., 0.]), 'alpha': array([0., 0., 0., 0., 0., 1., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 1., 0., 0., 0., 0.]), 'traffic': 861.8, 'degradation': 5, 'epx': 25.0, 'PoAggressivity': 1.002, 'PoSecurity': 1.243, 'PoSocialWelfare': 1.193, 'encoding_x': '-9.205357638344245e+18', 'encoding_alpha': '1.8014398510530576e+16'}",369.0,2439.0,2517.32,1962.0,147.60000000000000,1.193,1.243,2.5,25.0,861.8,5,15,10,32
75,75-2,OBJ.Defender,0.1,0.3,0.6,0.75,0,0.48,1,1.7545313835144000,"{'PayoffD': 1962.0, 'PayoffA': 147.60000000000002, 'SocialWelfare': 2109.6, 'x': array([0., 0., 0., 0., 0., 1., 0., 0., 0., 1., 0., 1., 0., 0., 0., 0., 0.,
       0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 1., 0., 0., 0., 0.]), 'alpha': array([0., 0., 0., 0., 0., 1., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 1., 0., 0., 0., 0.]), 'traffic': 861.8, 'degradation': 5, 'epx': 25.0, 'PoAggressivity': 1.002, 'PoSecurity': 1.243, 'PoSocialWelfare': 1.193, 'encoding_x': '-9.205357638344245e+18', 'encoding_alpha': '1.8014398510530576e+16'}",369.0,2439.0,2517.32,1962.0,147.60000000000000,1.193,1.243,2.5,25.0,861.8,5,12,8,32
75,75-3,OBJ.Attacker,0.03,0.75,0.6,0.75,0,0.48,1,2.560842752456670,"{'PayoffD': 2290.05, 'PayoffA': 101.0, 'SocialWelfare': 2391.05, 'x': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0.]), 'alpha': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0.,
       0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0.]), 'traffic': 889.75, 'degradation': 1, 'epx': 35.0, 'PoAggressivity': 1.0, 'PoSecurity': 1.065, 'PoSocialWelfare': 1.03, 'encoding_x': '4503599627370496.0', 'encoding_alpha': '-9.151314442815799e+18'}",108.0,2439.0,2463.12,2290.05,101.0,1.03,1.065,1.1,35.0,889.75,1,28,10,64
75,75-3,OBJ.Defender,0.03,0.75,0.6,0.75,0,0.48,1,1.9783005714416500,"{'PayoffD': 2343.32, 'PayoffA': 73.0, 'SocialWelfare': 2416.32, 'x': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0.]), 'alpha': array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0.]), 'traffic': 894.1600000000001, 'degradation': 1, 'epx': 35.0, 'PoAggressivity': 1.0, 'PoSecurity': 1.041, 'PoSocialWelfare': 1.019, 'encoding_x': '0.0', 'encoding_alpha': '1074790400.0'}",108.0,2439.0,2463.12,2343.32,73.0,1.019,1.041,1.5,35.0,894.1600000000000,1,21,22,70
75,75-4,OBJ.Attacker,0.1,0.75,0.6,0.75,0,0.48,1,1.5505201816558800,"{'PayoffD': 1962.0, 'PayoffA': 147.60000000000002, 'SocialWelfare': 2109.6, 'x': array([0., 0., 0., 0., 0., 1., 0., 0., 0., 1., 0., 1., 0., 0., 0., 0., 0.,
       0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 1., 0., 0., 0., 0.]), 'alpha': array([0., 0., 0., 0., 0., 1., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 1., 0., 0., 0., 0.]), 'traffic': 861.8, 'degradation': 5, 'epx': 25.0, 'PoAggressivity': 1.002, 'PoSecurity': 1.243, 'PoSocialWelfare': 1.193, 'encoding_x': '-9.205357638344245e+18', 'encoding_alpha': '1.8014398510530576e+16'}",369.0,2439.0,2517.32,1962.0,147.60000000000000,1.193,1.243,2.5,25.0,861.8,5,13,10,34
75,75-4,OBJ.Defender,0.1,0.75,0.6,0.75,0,0.48,1,1.4017865657806400,"{'PayoffD': 1962.0, 'PayoffA': 147.60000000000002, 'SocialWelfare': 2109.6, 'x': array([0., 0., 0., 0., 0., 1., 0., 0., 0., 1., 0., 1., 0., 0., 0., 0., 0.,
       0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 1., 0., 0., 0., 0.]), 'alpha': array([0., 0., 0., 0., 0., 1., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 1., 0., 0., 0., 0.]), 'traffic': 861.8, 'degradation': 5, 'epx': 25.0, 'PoAggressivity': 1.002, 'PoSecurity': 1.243, 'PoSocialWelfare': 1.193, 'encoding_x': '-9.205357638344245e+18', 'encoding_alpha': '1.8014398510530576e+16'}",369.0,2439.0,2517.32,1962.0,147.60000000000000,1.193,1.243,2.5,25.0,861.8,5,12,6,28
75,75-5,OBJ.Attacker,0.3,0.75,0.6,0.75,0,0.48,1,100.00687909126300,"{'PayoffD': 1756.1000000000001, 'PayoffA': 410.0, 'SocialWelfare': 2166.1000000000004, 'x': array([0., 0., 0., 0., 0., 1., 0., 0., 1., 1., 0., 1., 0., 0., 1., 0., 0.,
       0., 0., 0., 1., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0.,
       1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
       0., 0., 1., 0., 0., 0., 0.]), 'alpha': array([0., 1., 0., 0., 0., 1., 0., 0., 0., 1., 0., 1., 0., 1., 1., 0., 0.,
       0., 0., 0., 1., 0., 0., 0., 0., 1., 1., 0., 0., 1., 0., 1., 0., 0.,
       0., 0., 0., 1., 1., 0., 0., 0., 0., 0., 0., 0., 0., 1., 0., 0., 0.,
       0., 0., 0., 1., 1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 1., 0., 1.,
       0., 0., 1., 0., 0., 0., 0.]), 'traffic': 755.37, 'degradation': 16, 'epx': 34.899999999999864, 'PoAggressivity': 1.003, 'PoSecurity': 1.389, 'PoSocialWelfare': 1.227, 'encoding_x': '-8.05215355924906e+18', 'encoding_alpha': '-5.745704512835289e+18'}",681.0,2439.0,2658.16,1756.1000000000000,410.0,1.227,1.389,1.7,34.899999999999900,755.37,16,12,556,136
